0	10	15	15	15	10	10	10	10	10	15	15	15	15	15	15	15	15	15	15	30	25	25	25	25	30	25	25	25	30	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	
10	0	10	10	15	10	10	10	10	10	15	15	15	15	15	15	15	15	15	15	25	25	25	25	25	20	25	25	25	25	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	
15	10	0	10	10	15	15	10	10	10	15	15	15	15	15	15	15	15	15	15	25	25	25	25	25	25	25	25	25	25	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	
15	10	10	0	15	10	10	10	15	10	20	20	20	20	20	20	20	20	20	20	25	25	25	25	25	20	25	25	25	25	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	
15	15	10	15	0	15	10	15	15	15	20	20	20	20	20	20	20	20	20	20	20	20	25	25	25	20	25	20	25	25	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	
10	10	15	10	15	0	10	10	10	10	15	15	15	15	15	15	15	15	15	15	25	25	25	25	25	25	25	25	25	30	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	
10	10	15	10	10	10	0	10	10	10	20	20	20	20	20	20	20	20	20	20	25	20	25	25	25	25	25	20	25	30	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	
10	10	10	10	15	10	10	0	15	10	20	20	20	20	20	20	20	20	20	20	30	25	25	25	25	30	25	25	25	30	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	
10	10	10	15	15	10	10	15	0	15	10	10	10	10	10	10	10	10	10	10	30	25	25	25	25	30	25	25	25	30	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
10	10	10	10	15	10	10	10	15	0	20	20	20	20	20	20	20	20	20	20	30	25	25	25	25	30	25	25	25	30	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	
15	15	15	20	20	15	20	20	10	20	0	5	5	5	5	5	5	5	5	5	30	25	25	25	25	30	25	25	25	30	5	10	5	10	5	5	5	10	5	5	5	5	5	5	5	5	5	5	5	5	
15	15	15	20	20	15	20	20	10	20	5	0	0	5	0	5	0	0	0	5	30	25	25	25	25	30	25	25	25	30	5	10	5	10	5	5	5	10	5	5	0	0	0	0	0	0	0	0	0	0	
15	15	15	20	20	15	20	20	10	20	5	0	0	5	0	5	0	0	0	5	30	25	25	25	25	30	25	25	25	30	5	10	5	10	5	5	5	10	5	5	0	0	0	0	0	0	0	0	0	0	
15	15	15	20	20	15	20	20	10	20	5	5	5	0	5	5	5	5	5	5	30	25	25	25	25	30	25	25	25	30	5	10	5	10	5	5	5	10	5	5	5	5	5	5	5	5	5	5	5	5	
15	15	15	20	20	15	20	20	10	20	5	0	0	5	0	5	0	0	0	5	30	25	25	25	25	30	25	25	25	30	5	10	5	10	5	5	5	10	5	5	0	0	0	0	0	0	0	0	0	0	
15	15	15	20	20	15	20	20	10	20	5	5	5	5	5	0	5	5	5	5	30	25	25	25	25	30	25	25	25	30	5	10	5	10	5	5	5	10	5	5	5	5	5	5	5	5	5	5	5	5	
15	15	15	20	20	15	20	20	10	20	5	0	0	5	0	5	0	0	0	5	30	25	25	25	25	30	25	25	25	30	5	10	5	10	5	5	5	10	5	5	0	0	0	0	0	0	0	0	0	0	
15	15	15	20	20	15	20	20	10	20	5	0	0	5	0	5	0	0	0	5	30	25	25	25	25	30	25	25	25	30	5	10	5	10	5	5	5	10	5	5	0	0	0	0	0	0	0	0	0	0	
